time,open,high,low,close,volume
2017-09-01 09:30:00,4.76,4.76,4.76,4.76,51000.0
2017-09-01 09:31:00,4.77,4.77,4.73,4.74,114200.0
2017-09-01 09:32:00,4.74,4.75,4.74,4.74,79800.0
2017-09-01 09:33:00,4.75,4.76,4.74,4.75,96700.0
2017-09-01 09:34:00,4.76,4.76,4.74,4.75,25600.0
2017-09-01 09:35:00,4.74,4.75,4.74,4.75,47000.0
2017-09-01 09:36:00,4.75,4.76,4.75,4.75,20600.0
2017-09-01 09:37:00,4.75,4.75,4.74,4.74,58200.0
2017-09-01 09:38:00,4.74,4.74,4.73,4.73,83200.0
2017-09-01 09:39:00,4.74,4.74,4.69,4.69,403800.0
2017-09-01 09:40:00,4.73,4.73,4.7,4.72,66200.0
2017-09-01 09:41:00,4.71,4.72,4.71,4.72,91000.0
2017-09-01 09:42:00,4.71,4.72,4.71,4.71,91900.0
2017-09-01 09:43:00,4.72,4.72,4.71,4.72,31000.0
2017-09-01 09:44:00,4.72,4.72,4.71,4.71,25600.0
2017-09-01 09:45:00,4.71,4.71,4.71,4.71,35800.0
2017-09-01 09:46:00,4.71,4.71,4.7,4.71,126900.0
2017-09-01 09:47:00,4.7,4.71,4.7,4.7,130300.0
2017-09-01 09:48:00,4.7,4.7,4.69,4.69,166800.0
2017-09-01 09:49:00,4.7,4.7,4.69,4.69,53300.0
2017-09-01 09:50:00,4.69,4.7,4.69,4.69,80300.0
2017-09-01 09:51:00,4.69,4.7,4.69,4.69,89400.0
2017-09-01 09:52:00,4.69,4.7,4.68,4.7,48200.0
2017-09-01 09:53:00,4.69,4.7,4.69,4.69,52300.0
2017-09-01 09:54:00,4.69,4.7,4.69,4.7,42000.0
2017-09-01 09:55:00,4.7,4.71,4.7,4.71,35700.0
2017-09-01 09:56:00,4.71,4.71,4.71,4.71,42500.0
2017-09-01 09:57:00,4.71,4.71,4.69,4.7,117100.0
2017-09-01 09:58:00,4.7,4.7,4.69,4.69,121900.0
2017-09-01 09:59:00,4.7,4.7,4.68,4.7,142200.0
2017-09-01 10:00:00,4.7,4.7,4.69,4.7,39700.0
2017-09-01 10:01:00,4.7,4.7,4.69,4.69,36700.0
2017-09-01 10:02:00,4.7,4.7,4.7,4.7,6200.0
2017-09-01 10:03:00,4.7,4.7,4.68,4.69,79000.0
2017-09-01 10:04:00,4.68,4.69,4.68,4.68,15000.0
2017-09-01 10:05:00,4.69,4.69,4.68,4.68,76300.0
2017-09-01 10:06:00,4.69,4.69,4.68,4.68,206500.0
2017-09-01 10:07:00,4.68,4.69,4.68,4.68,43200.0
2017-09-01 10:08:00,4.69,4.69,4.68,4.69,47000.0
2017-09-01 10:09:00,4.69,4.69,4.69,4.69,52800.0
2017-09-01 10:10:00,4.69,4.69,4.69,4.69,7400.0
2017-09-01 10:11:00,4.7,4.7,4.69,4.7,50600.0
2017-09-01 10:12:00,4.69,4.7,4.69,4.7,11100.0
2017-09-01 10:13:00,4.69,4.7,4.69,4.7,108000.0
2017-09-01 10:14:00,4.69,4.7,4.69,4.69,3100.0
2017-09-01 10:15:00,4.7,4.7,4.69,4.69,43800.0
2017-09-01 10:16:00,4.7,4.7,4.7,4.7,41000.0
2017-09-01 10:17:00,4.7,4.7,4.69,4.7,135419.0
2017-09-01 10:18:00,4.7,4.71,4.7,4.7,42300.0
2017-09-01 10:19:00,4.7,4.7,4.69,4.69,31600.0
2017-09-01 10:20:00,4.7,4.7,4.7,4.7,10900.0
2017-09-01 10:21:00,4.69,4.7,4.69,4.7,11700.0
2017-09-01 10:22:00,4.7,4.7,4.7,4.7,20000.0
2017-09-01 10:23:00,4.7,4.7,4.7,4.7,19000.0
2017-09-01 10:24:00,4.7,4.7,4.7,4.7,6300.0
2017-09-01 10:25:00,4.7,4.7,4.69,4.7,9400.0
2017-09-01 10:26:00,4.69,4.7,4.69,4.69,31900.0
2017-09-01 10:27:00,4.7,4.7,4.69,4.7,48900.0
2017-09-01 10:28:00,4.7,4.7,4.69,4.7,14000.0
2017-09-01 10:29:00,4.7,4.7,4.7,4.7,10500.0
2017-09-01 10:30:00,4.7,4.71,4.69,4.69,19800.0
2017-09-01 10:31:00,4.7,4.71,4.69,4.71,26400.0
2017-09-01 10:32:00,4.7,4.71,4.7,4.7,26900.0
2017-09-01 10:33:00,4.7,4.7,4.69,4.7,22900.0
2017-09-01 10:34:00,4.7,4.71,4.7,4.7,12600.0
2017-09-01 10:35:00,4.7,4.71,4.7,4.7,79500.0
2017-09-01 10:36:00,4.7,4.71,4.7,4.71,7800.0
2017-09-01 10:37:00,4.71,4.71,4.7,4.71,57100.0
2017-09-01 10:38:00,4.71,4.71,4.71,4.71,25900.0
2017-09-01 10:39:00,4.71,4.71,4.71,4.71,4900.0
2017-09-01 10:40:00,4.71,4.71,4.7,4.7,8400.0
2017-09-01 10:41:00,4.7,4.71,4.7,4.71,159600.0
2017-09-01 10:42:00,4.7,4.71,4.7,4.7,48900.0
2017-09-01 10:43:00,4.7,4.7,4.7,4.7,42200.0
2017-09-01 10:44:00,4.7,4.7,4.69,4.7,42500.0
2017-09-01 10:45:00,4.7,4.7,4.69,4.7,17900.0
2017-09-01 10:46:00,4.7,4.7,4.7,4.7,9900.0
2017-09-01 10:47:00,4.7,4.7,4.69,4.7,93400.0
2017-09-01 10:48:00,4.69,4.7,4.69,4.7,128200.0
2017-09-01 10:49:00,4.69,4.7,4.69,4.7,130400.0
2017-09-01 10:50:00,4.69,4.7,4.69,4.7,96100.0
2017-09-01 10:51:00,4.69,4.69,4.69,4.69,48000.0
2017-09-01 10:52:00,4.7,4.7,4.69,4.7,33700.0
2017-09-01 10:53:00,4.7,4.7,4.7,4.7,6500.0
2017-09-01 10:54:00,4.7,4.7,4.69,4.69,400.0
2017-09-01 10:55:00,4.69,4.7,4.69,4.7,3600.0
2017-09-01 10:56:00,4.69,4.7,4.69,4.69,9800.0
2017-09-01 10:57:00,4.69,4.69,4.69,4.69,
2017-09-01 10:58:00,4.69,4.69,4.69,4.69,700.0
2017-09-01 10:59:00,4.7,4.7,4.69,4.69,43600.0
2017-09-01 11:00:00,4.69,4.7,4.69,4.69,27200.0
2017-09-01 11:01:00,4.69,4.7,4.69,4.7,53312.0
2017-09-01 11:02:00,4.69,4.7,4.69,4.7,42700.0
2017-09-01 11:03:00,4.69,4.7,4.69,4.7,5100.0
2017-09-01 11:04:00,4.69,4.69,4.69,4.69,46500.0
2017-09-01 11:05:00,4.7,4.7,4.69,4.69,72700.0
2017-09-01 11:06:00,4.7,4.7,4.7,4.7,9600.0
2017-09-01 11:07:00,4.7,4.7,4.69,4.7,52500.0
2017-09-01 11:08:00,4.69,4.7,4.69,4.7,4600.0
2017-09-01 11:09:00,4.71,4.71,4.7,4.7,18800.0
2017-09-01 11:10:00,4.7,4.7,4.7,4.7,4800.0
2017-09-01 11:11:00,4.7,4.7,4.7,4.7,
2017-09-01 11:12:00,4.7,4.7,4.7,4.7,50500.0
2017-09-01 11:13:00,4.7,4.7,4.7,4.7,26500.0
2017-09-01 11:14:00,4.7,4.7,4.69,4.69,5600.0
2017-09-01 11:15:00,4.69,4.69,4.69,4.69,9700.0
2017-09-01 11:16:00,4.7,4.7,4.7,4.7,16700.0
2017-09-01 11:17:00,4.7,4.7,4.69,4.69,45000.0
2017-09-01 11:18:00,4.7,4.7,4.69,4.7,22100.0
2017-09-01 11:19:00,4.7,4.7,4.69,4.69,11500.0
2017-09-01 11:20:00,4.7,4.7,4.69,4.7,23600.0
2017-09-01 11:21:00,4.69,4.7,4.69,4.69,161800.0
2017-09-01 11:22:00,4.7,4.7,4.69,4.69,3800.0
2017-09-01 11:23:00,4.7,4.7,4.69,4.7,38400.0
2017-09-01 11:24:00,4.7,4.7,4.7,4.7,14700.0
2017-09-01 11:25:00,4.7,4.71,4.7,4.7,58300.0
2017-09-01 11:26:00,4.7,4.7,4.7,4.7,4500.0
2017-09-01 11:27:00,4.7,4.71,4.7,4.71,18700.0
2017-09-01 11:28:00,4.7,4.71,4.7,4.71,40800.0
2017-09-01 11:29:00,4.71,4.71,4.71,4.71,19700.0
2017-09-01 11:30:00,4.71,4.71,4.71,4.71,36000.0
2017-09-01 13:00:00,,,,,
2017-09-01 13:01:00,4.71,4.72,4.71,4.71,221200.0
2017-09-01 13:02:00,4.71,4.72,4.71,4.72,51700.0
2017-09-01 13:03:00,4.73,4.74,4.73,4.73,77600.0
2017-09-01 13:04:00,4.73,4.74,4.73,4.73,36300.0
2017-09-01 13:05:00,4.74,4.74,4.73,4.73,91400.0
2017-09-01 13:06:00,4.73,4.73,4.72,4.73,38700.0
2017-09-01 13:07:00,4.73,4.73,4.73,4.73,9700.0
2017-09-01 13:08:00,4.73,4.73,4.72,4.72,25000.0
2017-09-01 13:09:00,4.72,4.73,4.72,4.73,7000.0
2017-09-01 13:10:00,4.72,4.72,4.72,4.72,11500.0
2017-09-01 13:11:00,4.72,4.73,4.72,4.73,8300.0
2017-09-01 13:12:00,4.73,4.73,4.72,4.72,68600.0
2017-09-01 13:13:00,4.73,4.74,4.73,4.74,7100.0
2017-09-01 13:14:00,4.74,4.74,4.74,4.74,25000.0
2017-09-01 13:15:00,4.73,4.73,4.73,4.73,19000.0
2017-09-01 13:16:00,4.73,4.73,4.72,4.73,20000.0
2017-09-01 13:17:00,4.72,4.73,4.72,4.73,9500.0
2017-09-01 13:18:00,4.73,4.73,4.72,4.72,32900.0
2017-09-01 13:19:00,4.72,4.73,4.72,4.73,77300.0
2017-09-01 13:20:00,4.73,4.73,4.72,4.72,35600.0
2017-09-01 13:21:00,4.73,4.73,4.72,4.72,75000.0
2017-09-01 13:22:00,4.73,4.73,4.72,4.72,5400.0
2017-09-01 13:23:00,4.73,4.73,4.72,4.73,13900.0
2017-09-01 13:24:00,4.72,4.72,4.72,4.72,10000.0
2017-09-01 13:25:00,4.72,4.73,4.72,4.73,8200.0
2017-09-01 13:26:00,4.72,4.73,4.72,4.72,14000.0
2017-09-01 13:27:00,4.73,4.73,4.72,4.72,69700.0
2017-09-01 13:28:00,4.73,4.73,4.73,4.73,38300.0
2017-09-01 13:29:00,4.73,4.74,4.73,4.74,5500.0
2017-09-01 13:30:00,4.74,4.74,4.73,4.74,6200.0
2017-09-01 13:31:00,4.73,4.74,4.73,4.74,94600.0
2017-09-01 13:32:00,4.74,4.74,4.73,4.74,35300.0
2017-09-01 13:33:00,4.74,4.74,4.74,4.74,14300.0
2017-09-01 13:34:00,4.73,4.74,4.73,4.74,94900.0
2017-09-01 13:35:00,4.74,4.74,4.73,4.73,8000.0
2017-09-01 13:36:00,4.73,4.73,4.73,4.73,50100.0
2017-09-01 13:37:00,4.73,4.73,4.73,4.73,36300.0
2017-09-01 13:38:00,4.72,4.73,4.72,4.72,65100.0
2017-09-01 13:39:00,4.72,4.73,4.71,4.71,24600.0
2017-09-01 13:40:00,4.72,4.72,4.71,4.71,1800.0
2017-09-01 13:41:00,4.72,4.72,4.71,4.72,8600.0
2017-09-01 13:42:00,4.72,4.72,4.71,4.71,15500.0
2017-09-01 13:43:00,4.72,4.72,4.71,4.72,25300.0
2017-09-01 13:44:00,4.72,4.72,4.71,4.72,36000.0
2017-09-01 13:45:00,4.72,4.72,4.72,4.72,169000.0
2017-09-01 13:46:00,4.71,4.72,4.71,4.71,16600.0
2017-09-01 13:47:00,4.71,4.71,4.71,4.71,
2017-09-01 13:48:00,4.71,4.72,4.71,4.72,40300.0
2017-09-01 13:49:00,4.71,4.71,4.71,4.71,800.0
2017-09-01 13:50:00,4.72,4.72,4.71,4.71,27600.0
2017-09-01 13:51:00,4.72,4.72,4.72,4.72,87900.0
2017-09-01 13:52:00,4.71,4.72,4.71,4.72,25400.0
2017-09-01 13:53:00,4.71,4.72,4.71,4.71,55200.0
2017-09-01 13:54:00,4.72,4.72,4.71,4.72,59800.0
2017-09-01 13:55:00,4.72,4.72,4.72,4.72,1500.0
2017-09-01 13:56:00,4.72,4.72,4.71,4.72,24100.0
2017-09-01 13:57:00,4.72,4.72,4.71,4.71,4100.0
2017-09-01 13:58:00,4.72,4.72,4.72,4.72,31000.0
2017-09-01 13:59:00,4.72,4.72,4.72,4.72,54100.0
2017-09-01 14:00:00,4.72,4.72,4.71,4.71,6300.0
2017-09-01 14:01:00,4.71,4.72,4.71,4.72,36100.0
2017-09-01 14:02:00,4.72,4.73,4.72,4.72,60600.0
2017-09-01 14:03:00,4.73,4.73,4.73,4.73,3200.0
2017-09-01 14:04:00,4.73,4.73,4.72,4.72,15100.0
2017-09-01 14:05:00,4.73,4.73,4.72,4.72,28700.0
2017-09-01 14:06:00,4.72,4.72,4.72,4.72,
2017-09-01 14:07:00,4.71,4.72,4.71,4.71,48000.0
2017-09-01 14:08:00,4.72,4.72,4.71,4.71,4200.0
2017-09-01 14:09:00,4.71,4.71,4.71,4.71,49800.0
2017-09-01 14:10:00,4.71,4.71,4.71,4.71,20500.0
2017-09-01 14:11:00,4.71,4.71,4.71,4.71,21900.0
2017-09-01 14:12:00,4.7,4.71,4.7,4.7,53400.0
2017-09-01 14:13:00,4.7,4.7,4.7,4.7,5400.0
2017-09-01 14:14:00,4.7,4.71,4.7,4.7,132500.0
2017-09-01 14:15:00,4.7,4.7,4.7,4.7,97900.0
2017-09-01 14:16:00,4.7,4.7,4.7,4.7,58900.0
2017-09-01 14:17:00,4.7,4.71,4.7,4.7,48300.0
2017-09-01 14:18:00,4.7,4.7,4.7,4.7,5100.0
2017-09-01 14:19:00,4.7,4.7,4.69,4.69,73100.0
2017-09-01 14:20:00,4.7,4.7,4.69,4.7,34700.0
2017-09-01 14:21:00,4.7,4.7,4.7,4.7,112000.0
2017-09-01 14:22:00,4.7,4.71,4.7,4.71,2500.0
2017-09-01 14:23:00,4.7,4.7,4.7,4.7,5100.0
2017-09-01 14:24:00,4.71,4.71,4.7,4.7,12500.0
2017-09-01 14:25:00,4.71,4.71,4.7,4.7,163700.0
2017-09-01 14:26:00,4.7,4.71,4.7,4.7,105200.0
2017-09-01 14:27:00,4.7,4.7,4.7,4.7,42300.0
2017-09-01 14:28:00,4.7,4.7,4.7,4.7,18800.0
2017-09-01 14:29:00,4.7,4.71,4.7,4.71,24000.0
2017-09-01 14:30:00,4.71,4.71,4.71,4.71,
2017-09-01 14:31:00,4.7,4.71,4.7,4.71,26200.0
2017-09-01 14:32:00,4.72,4.72,4.71,4.72,66200.0
2017-09-01 14:33:00,4.71,4.72,4.71,4.72,9100.0
2017-09-01 14:34:00,4.71,4.72,4.71,4.71,34700.0
2017-09-01 14:35:00,4.71,4.71,4.71,4.71,35500.0
2017-09-01 14:36:00,4.71,4.71,4.7,4.7,32000.0
2017-09-01 14:37:00,4.7,4.72,4.7,4.7,91100.0
2017-09-01 14:38:00,4.71,4.71,4.7,4.71,109500.0
2017-09-01 14:39:00,4.7,4.71,4.7,4.71,37600.0
2017-09-01 14:40:00,4.7,4.7,4.7,4.7,98800.0
2017-09-01 14:41:00,4.71,4.71,4.71,4.71,4500.0
2017-09-01 14:42:00,4.71,4.71,4.71,4.71,1900.0
2017-09-01 14:43:00,4.71,4.71,4.71,4.71,11900.0
2017-09-01 14:44:00,4.71,4.71,4.7,4.71,6200.0
2017-09-01 14:45:00,4.71,4.71,4.7,4.7,63900.0
2017-09-01 14:46:00,4.71,4.71,4.7,4.71,51200.0
2017-09-01 14:47:00,4.71,4.71,4.7,4.71,93100.0
2017-09-01 14:48:00,4.71,4.71,4.7,4.71,122500.0
2017-09-01 14:49:00,4.71,4.72,4.71,4.71,39400.0
2017-09-01 14:50:00,4.72,4.72,4.71,4.71,20400.0
2017-09-01 14:51:00,4.71,4.71,4.71,4.71,95000.0
2017-09-01 14:52:00,4.71,4.71,4.7,4.7,105600.0
2017-09-01 14:53:00,4.7,4.71,4.7,4.7,129700.0
2017-09-01 14:54:00,4.71,4.71,4.7,4.7,18400.0
2017-09-01 14:55:00,4.7,4.71,4.7,4.7,42900.0
2017-09-01 14:56:00,4.71,4.71,4.7,4.71,17400.0
2017-09-01 14:57:00,4.71,4.71,4.7,4.71,317300.0
2017-09-01 14:58:00,4.71,4.72,4.71,4.71,35300.0
2017-09-01 14:59:00,4.72,4.72,4.71,4.71,87500.0
2017-09-01 15:00:00,4.71,4.72,4.7,4.7,230700.0
2017-09-04 09:30:00,4.68,4.68,4.68,4.68,49600.0
2017-09-04 09:31:00,4.68,4.69,4.68,4.68,52000.0
2017-09-04 09:32:00,4.68,4.69,4.68,4.69,74000.0
2017-09-04 09:33:00,4.69,4.69,4.68,4.68,56500.0
2017-09-04 09:34:00,4.68,4.69,4.68,4.68,62000.0
2017-09-04 09:35:00,4.68,4.69,4.67,4.68,82500.0
2017-09-04 09:36:00,4.68,4.68,4.67,4.68,141000.0
2017-09-04 09:37:00,4.67,4.68,4.67,4.68,49300.0
2017-09-04 09:38:00,4.67,4.68,4.67,4.67,75800.0
2017-09-04 09:39:00,4.67,4.67,4.66,4.67,60800.0
2017-09-04 09:40:00,4.66,4.67,4.66,4.66,60800.0
2017-09-04 09:41:00,4.66,4.67,4.66,4.67,59719.0
2017-09-04 09:42:00,4.67,4.67,4.66,4.67,40400.0
2017-09-04 09:43:00,4.67,4.68,4.67,4.67,181600.0
2017-09-04 09:44:00,4.68,4.68,4.67,4.68,77400.0
2017-09-04 09:45:00,4.68,4.68,4.68,4.68,5200.0
2017-09-04 09:46:00,4.67,4.68,4.67,4.67,36800.0
